Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
3112,10819,5,2017-07-17,2017-07-29
3112,12542,5,2017-10-06,2017-11-27
3112,12557,4,2017-10-31,2017-11-27
3113,3153,4,2017-01-11,2017-06-24
3113,3177,4,2017-01-11,2017-11-09
3113,3990,4,2017-06-11,2017-08-20
3113,5253,4,2017-06-11,2017-08-20
3113,9280,4,2017-08-20,2017-11-09
3113,9804,4,2017-08-20,2017-11-09
3114,3122,5,2017-01-11,2017-01-31
3114,3134,4,2017-01-11,2017-01-29
3114,3151,5,2017-01-11,2017-01-31
3114,3154,4,2017-01-11,2017-01-29
3114,3155,4,2017-01-11,2017-01-29
3114,3159,5,2017-01-11,2017-01-31
3114,3167,5,2017-01-11,2017-01-31
3114,3172,4,2017-01-11,2017-01-29
3114,3174,4,2017-01-11,2017-01-29
3114,3182,5,2017-01-11,2017-01-31
3114,3188,5,2017-01-11,2017-01-31
3114,3193,5,2017-01-11,2017-01-31
3114,3195,5,2017-01-11,2017-01-31
3114,3198,5,2017-01-11,2017-01-31
3114,3440,4,2017-01-23,2017-05-20
3114,3483,5,2017-01-23,2017-05-15
3115,3147,6,2017-01-11,2017-05-08
3115,4779,4,2017-04-25,2017-05-29
3115,4795,4,2017-04-25,2017-05-29
3115,5220,4,2017-04-25,2017-05-29
3115,5232,4,2017-04-25,2017-05-29
3115,5243,4,2017-04-25,2017-05-29
3115,5279,4,2017-04-25,2017-05-29
3115,7650,4,2017-04-25,2017-05-29
3115,7694,4,2017-04-25,2017-05-29
3116,3120,4,2017-01-11,2017-01-21
3116,3141,5,2017-01-11,2017-01-24
3116,3145,6,2017-01-11,2017-01-30
3116,3149,5,2017-01-11,2017-01-24
3116,3152,4,2017-01-11,2017-01-21
3116,3171,4,2017-01-11,2017-01-21
3116,3173,4,2017-01-11,2017-01-21
3116,3184,5,2017-01-11,2017-01-24
3117,3122,5,2017-01-11,2017-04-22
3117,3123,4,2017-01-11,2017-01-24
3117,3146,4,2017-01-11,2017-01-24
3117,3157,4,2017-01-11,2017-01-24
3117,3162,4,2017-01-11,2017-01-24
3117,3169,4,2017-01-11,2017-01-24
3117,3180,4,2017-01-11,2017-01-24
3117,3186,4,2017-01-11,2017-07-09
3117,3192,5,2017-01-11,2017-01-31
3117,3193,4,2017-01-11,2017-04-16
3117,3199,5,2017-01-11,2017-01-31
3117,3413,4,2017-01-31,2017-04-22
3117,3414,4,2017-01-31,2017-04-22
3117,4056,4,2017-07-13,2017-07-23
3117,4092,4,2017-04-22,2017-07-23
3117,4170,5,2017-07-17,2017-08-07
3117,4363,5,2017-07-09,2017-07-23
3117,4543,4,2017-07-13,2017-07-23
3117,4641,4,2017-07-13,2017-07-23
3117,6113,6,2017-07-17,2017-09-11
3117,6310,4,2017-07-13,2017-07-23
3117,6447,7,2017-07-17,2017-09-19
3117,6529,5,2017-07-17,2017-08-07
3117,6827,5,2017-07-09,2017-07-23
3117,7747,5,2017-07-17,2017-08-07
3117,8017,5,2017-07-17,2017-08-07
3117,8363,4,2017-07-13,2017-07-23
3117,8562,6,2017-07-17,2017-09-11
3117,8584,5,2017-07-17,2017-08-07
3117,8596,7,2017-07-17,2017-09-19
3117,8679,6,2017-07-17,2017-09-11
3117,8867,4,2017-07-13,2017-07-23
3117,8877,4,2017-07-13,2017-07-23
3117,9282,5,2017-07-17,2017-08-07
3117,9376,5,2017-07-17,2017-08-07
3117,9386,6,2017-07-13,2017-08-07
3117,9522,5,2017-07-17,2017-08-07
3117,9539,4,2017-07-13,2017-07-23
3117,9683,5,2017-07-09,2017-07-23
3117,9874,4,2017-08-03,2017-09-19
3117,10048,5,2017-07-09,2017-07-23
3117,10267,5,2017-07-17,2017-08-07
3117,10497,4,2017-07-13,2017-07-23
3117,10541,5,2017-07-17,2017-08-07
3117,10576,5,2017-07-17,2017-08-07
3117,10616,5,2017-07-17,2017-08-07
3117,10644,5,2017-07-17,2017-08-07
3117,10833,6,2017-07-17,2017-09-11
3117,10899,5,2017-07-17,2017-08-07
3117,11201,4,2017-08-03,2017-09-19
3119,3135,4,2017-01-11,2017-02-06
3119,3153,4,2017-01-11,2017-02-06
3119,3161,5,2017-01-11,2017-02-19
3119,3164,4,2017-01-11,2017-03-19
3119,3177,5,2017-01-11,2017-02-19
3119,3183,5,2017-01-11,2017-02-19
3119,3210,4,2017-02-06,2017-03-19
3119,3223,4,2017-03-19,2017-08-01
3119,3226,5,2017-08-01,2017-10-08
3119,3271,4,2017-02-06,2017-03-19
3119,3279,5,2017-02-06,2017-10-08
3119,3349,4,2017-02-06,2017-03-19
3119,3755,4,2017-05-19,2017-10-08
3119,4606,5,2017-02-26,2017-07-24
3119,4989,4,2017-05-15,2017-07-15
3119,5332,4,2017-05-13,2017-07-04
3119,5686,5,2017-08-01,2017-10-08
3119,5855,6,2017-05-13,2017-07-24
3119,5869,4,2017-05-13,2017-07-04
3119,6365,7,2017-05-13,2017-10-08
3119,6507,4,2017-05-13,2017-07-04
3119,6523,4,2017-05-13,2017-07-04
3119,6583,4,2017-05-13,2017-07-04
3119,8375,4,2017-08-01,2017-10-08
3119,9028,4,2017-05-13,2017-07-04
3119,9050,4,2017-05-13,2017-07-04
3119,9083,4,2017-05-13,2017-07-04
3119,9303,4,2017-05-19,2017-07-24
3119,9970,4,2017-05-19,2017-07-24
3119,10516,6,2017-07-15,2017-10-08
3119,10842,4,2017-08-01,2017-10-03
3120,3141,4,2017-01-11,2017-01-21
3120,3145,4,2017-01-11,2017-01-21
3120,3149,4,2017-01-11,2017-01-21
3120,3152,5,2017-01-11,2017-02-02
3120,3171,4,2017-01-11,2017-01-21
3120,3173,4,2017-01-11,2017-01-21
3120,3184,4,2017-01-11,2017-01-21
3120,3544,5,2017-04-13,2017-05-09
3120,3576,5,2017-04-13,2017-05-09
3120,4316,5,2017-04-13,2017-05-09
3120,4373,6,2017-03-24,2017-05-09
3120,4412,4,2017-04-13,2017-05-03
3120,4481,5,2017-03-24,2017-05-03
3120,4607,4,2017-04-13,2017-05-03
3120,4674,5,2017-04-13,2017-05-09
3120,4942,4,2017-04-13,2017-05-03
3120,4969,5,2017-04-13,2017-05-09
3120,4990,4,2017-04-13,2017-05-03
3120,5440,4,2017-04-13,2017-05-03
3120,5443,5,2017-04-13,2017-05-09
3120,5481,5,2017-04-13,2017-05-09
3120,5491,5,2017-04-13,2017-05-09
3120,5494,4,2017-04-13,2017-05-03
3120,5500,4,2017-04-13,2017-05-03
3120,5706,7,2017-03-10,2017-05-09
3120,5720,6,2017-03-10,2017-05-03
3120,5724,5,2017-03-24,2017-05-03
3120,5734,7,2017-03-10,2017-05-03
3120,5744,6,2017-03-10,2017-05-03
3120,5761,6,2017-03-24,2017-05-09
3120,5769,5,2017-03-24,2017-05-03
3120,5771,7,2017-03-10,2017-05-03
3120,5788,6,2017-03-24,2017-05-09
3120,5798,6,2017-03-10,2017-05-03
3120,5954,6,2017-03-10,2017-05-03
3120,5964,6,2017-03-23,2017-05-03
3120,5966,5,2017-03-24,2017-05-03
3120,5977,5,2017-03-24,2017-05-03
3120,5993,6,2017-03-23,2017-05-03
3120,6001,4,2017-04-13,2017-05-03
3120,6008,5,2017-03-24,2017-05-03
3120,6016,4,2017-04-13,2017-05-03
3120,6017,5,2017-04-13,2017-05-09
3120,6039,5,2017-04-13,2017-05-09
3120,6047,4,2017-04-13,2017-05-03
3120,6049,4,2017-04-13,2017-05-03
3120,6063,5,2017-04-13,2017-05-09
3120,6064,5,2017-04-13,2017-05-09
3120,6069,4,2017-04-13,2017-05-03
3120,6071,4,2017-04-13,2017-05-03
3120,6075,4,2017-04-13,2017-05-03
3120,6077,4,2017-04-13,2017-05-03
3120,6096,4,2017-04-13,2017-05-03
3120,6408,5,2017-03-24,2017-05-03
3120,6469,5,2017-03-24,2017-05-03
3120,6809,5,2017-04-13,2017-05-09
3120,6814,4,2017-04-13,2017-05-03
3120,6817,5,2017-04-13,2017-05-09
3120,6824,4,2017-04-13,2017-05-03
3120,6825,5,2017-04-13,2017-05-09
3120,6827,4,2017-04-13,2017-05-03
3120,6829,4,2017-04-13,2017-05-03
3120,6830,4,2017-04-13,2017-05-03
3120,6832,5,2017-04-13,2017-05-09
3120,6833,4,2017-04-13,2017-05-03
3120,6836,4,2017-04-13,2017-05-03
3120,6839,4,2017-04-13,2017-05-03
3120,6844,4,2017-04-13,2017-05-03
3120,6847,4,2017-04-13,2017-05-03
3120,6848,4,2017-04-13,2017-05-03
3120,6853,5,2017-04-13,2017-05-09
3120,6854,5,2017-04-13,2017-05-09
3120,6855,5,2017-04-13,2017-05-09
3120,6858,4,2017-04-13,2017-05-03
3120,6864,5,2017-04-13,2017-05-09
3120,6866,4,2017-04-13,2017-05-03
3120,6869,5,2017-04-13,2017-05-09
3120,6870,5,2017-04-13,2017-05-09
3120,6872,5,2017-04-13,2017-05-09
3120,6874,5,2017-04-13,2017-05-09
3120,6878,4,2017-04-13,2017-05-03
3120,6880,4,2017-04-13,2017-05-03
3120,6884,4,2017-04-13,2017-05-03
3120,6885,4,2017-04-13,2017-05-03
3120,6889,5,2017-04-13,2017-05-09
3120,6893,4,2017-04-13,2017-05-03
3120,6896,4,2017-04-13,2017-05-03
3120,6897,5,2017-04-13,2017-05-09
3120,6898,5,2017-04-13,2017-05-09
3121,3629,6,2017-10-08,2017-12-28
3121,4086,4,2017-10-08,2017-11-27
3121,4868,4,2017-11-22,2017-12-28
3121,7967,4,2017-11-22,2017-12-28
3121,9465,4,2017-10-08,2017-11-27
3121,10776,4,2017-10-08,2017-11-27
3121,11870,4,2017-11-22,2017-12-28
3121,12717,4,2017-11-22,2017-12-28
3122,3134,4,2017-01-11,2017-01-29
3122,3151,5,2017-01-11,2017-01-31
3122,3154,4,2017-01-11,2017-01-29
3122,3155,4,2017-01-11,2017-01-29
3122,3159,5,2017-01-11,2017-01-31
3122,3167,5,2017-01-11,2017-01-31
3122,3172,4,2017-01-11,2017-01-29
3122,3174,4,2017-01-11,2017-01-29
3122,3182,5,2017-01-11,2017-01-31
3122,3188,5,2017-01-11,2017-01-31
3122,3193,7,2017-01-11,2017-04-16
3122,3195,5,2017-01-11,2017-01-31
3122,3198,5,2017-01-11,2017-01-31
3122,3402,4,2017-01-23,2017-04-10
3122,3413,6,2017-01-23,2017-04-22
3122,3414,6,2017-01-23,2017-04-22
3122,3436,5,2017-01-23,2017-04-16
3122,3491,4,2017-01-23,2017-04-10
3123,3132,4,2017-01-11,2017-01-21
3123,3137,4,2017-01-11,2017-01-21
3123,3146,7,2017-01-11,2017-03-09
3123,3157,5,2017-01-11,2017-01-24
3123,3162,6,2017-01-11,2017-02-03
3123,3169,6,2017-01-11,2017-02-03
3123,3178,4,2017-01-11,2017-01-21
3123,3180,7,2017-01-11,2017-02-03
3123,3186,4,2017-01-11,2017-01-21
3123,3192,5,2017-01-11,2017-01-24
3123,3199,4,2017-01-11,2017-01-24
3123,3266,4,2017-03-09,2017-05-04
3123,3307,4,2017-11-19,2017-12-31
3123,3586,4,2017-03-09,2017-12-31
3123,3981,4,2017-03-09,2017-05-04
3123,3989,4,2017-01-26,2017-03-26
3123,4234,4,2017-03-17,2017-11-19
3123,4455,4,2017-03-09,2017-05-04
3123,4487,4,2017-03-09,2017-05-04
3123,6327,4,2017-11-19,2017-12-31
3123,6700,4,2017-03-26,2017-11-19
3123,7395,5,2017-11-08,2017-12-31
3123,9956,5,2017-11-08,2017-12-31
3123,10802,5,2017-11-08,2017-12-31
3123,11880,4,2017-11-19,2017-12-31
3123,12195,5,2017-11-08,2017-12-31
3123,13365,5,2017-11-08,2017-12-31
3123,13657,5,2017-11-08,2017-12-31
3123,13668,5,2017-11-08,2017-12-31
3124,3139,4,2017-01-11,2017-10-16
3124,3295,4,2017-04-22,2017-05-12
3124,3471,4,2017-04-25,2017-05-20
3124,3527,5,2017-04-22,2017-05-20
3124,3937,4,2017-04-25,2017-05-20
3124,3963,4,2017-04-22,2017-05-12
3124,4126,4,2017-04-22,2017-05-12
3124,4389,5,2017-04-22,2017-05-20
3124,8019,5,2017-04-22,2017-05-20
3124,8042,4,2017-04-22,2017-05-12
3124,8078,5,2017-04-22,2017-05-20
3124,8127,4,2017-04-25,2017-05-20
3124,8692,4,2017-04-25,2017-05-20
3126,3131,4,2017-01-11,2017-02-28
3127,3165,4,2017-01-11,2017-04-08
3127,3175,4,2017-01-11,2017-04-08
3127,3186,5,2017-01-11,2017-05-16
3127,3191,6,2017-01-11,2017-05-20
3127,3486,4,2017-05-16,2017-06-26
3127,3758,4,2017-05-16,2017-06-26
3127,4660,5,2017-04-08,2017-06-26
3127,6962,4,2017-05-16,2017-06-26
3127,6972,4,2017-05-16,2017-06-26
3128,3175,4,2017-01-11,2017-11-15
3128,3925,5,2017-10-30,2017-12-12
3128,5164,5,2017-10-30,2017-12-12
3128,5848,4,2017-10-30,2017-11-22
3128,6642,4,2017-10-30,2017-11-22
3128,7226,4,2017-10-30,2017-11-22
3128,9901,4,2017-10-30,2017-11-22
3128,10681,5,2017-10-30,2017-12-12
3128,11003,4,2017-10-30,2017-11-22
3129,9062,4,2017-09-02,2017-11-22
3132,3137,5,2017-01-11,2017-02-01
3132,3157,4,2017-01-11,2017-01-21
3132,3178,5,2017-01-11,2017-02-01
3132,3180,4,2017-01-11,2017-01-21
3132,3186,4,2017-01-11,2017-01-21
3132,3192,4,2017-01-11,2017-01-21
3133,3147,4,2017-01-11,2017-10-27
3133,3181,4,2017-01-11,2017-08-01
3133,7509,4,2017-08-01,2017-09-11
3133,7724,4,2017-08-01,2017-09-11
3133,7845,4,2017-08-01,2017-09-11
3133,10128,4,2017-09-01,2017-10-27
3133,11211,4,2017-08-01,2017-09-11
3133,12298,5,2017-09-01,2017-12-02
3133,13550,4,2017-10-27,2017-12-19
3133,13554,4,2017-10-27,2017-12-19
3134,3151,4,2017-01-11,2017-01-29
3134,3154,4,2017-01-11,2017-01-29
3134,3155,4,2017-01-11,2017-01-29
3134,3159,4,2017-01-11,2017-01-29
3134,3167,4,2017-01-11,2017-01-29
3134,3172,4,2017-01-11,2017-01-29
3134,3174,4,2017-01-11,2017-01-29
3134,3182,4,2017-01-11,2017-01-29
3134,3188,4,2017-01-11,2017-01-29
3134,3193,4,2017-01-11,2017-01-29
3134,3195,4,2017-01-11,2017-01-29
3134,3198,4,2017-01-11,2017-01-29
3135,3153,4,2017-01-11,2017-02-06
3135,3161,4,2017-01-11,2017-02-06
3135,3177,4,2017-01-11,2017-02-06
3135,3183,4,2017-01-11,2017-02-06
3135,3205,4,2017-02-06,2017-03-06
3135,3225,4,2017-02-06,2017-03-06
3135,3285,4,2017-02-06,2017-03-06
3135,3286,4,2017-02-06,2017-03-06
3135,3321,4,2017-02-06,2017-03-06
3135,3343,4,2017-02-06,2017-03-06
3135,4091,4,2017-02-06,2017-03-06
3135,4319,4,2017-02-06,2017-03-06
3135,4400,4,2017-02-06,2017-03-06
3137,3157,4,2017-01-11,2017-01-21
3137,3178,5,2017-01-11,2017-02-01
3137,3180,4,2017-01-11,2017-01-21
3137,3186,4,2017-01-11,2017-01-21
3137,3192,4,2017-01-11,2017-01-21
3140,4255,4,2017-04-22,2017-05-15
3140,5404,4,2017-04-22,2017-05-15
3140,6059,4,2017-04-22,2017-05-15
3141,3145,5,2017-01-11,2017-01-24
3141,3149,7,2017-01-11,2017-06-19
3141,3152,4,2017-01-11,2017-01-21
3141,3171,4,2017-01-11,2017-01-21
3141,3173,5,2017-01-11,2017-06-14
3141,3184,5,2017-01-11,2017-01-24
3142,3148,4,2017-01-11,2017-03-05
3142,3197,6,2017-01-11,2017-03-28
3142,7621,4,2017-03-28,2017-08-16
3145,3149,5,2017-01-11,2017-01-24
3145,3152,4,2017-01-11,2017-01-21
3145,3171,4,2017-01-11,2017-01-21
3145,3173,4,2017-01-11,2017-01-21
3145,3184,5,2017-01-11,2017-01-24
3145,7503,4,2017-11-20,2017-12-12
3145,8160,4,2017-11-20,2017-12-12
3145,11528,4,2017-11-20,2017-12-12
3146,3157,4,2017-01-11,2017-01-24
3146,3162,6,2017-01-11,2017-02-03
3146,3169,6,2017-01-11,2017-02-03
3146,3180,6,2017-01-11,2017-02-03
3146,3192,4,2017-01-11,2017-01-24
3146,3199,4,2017-01-11,2017-01-24
3147,3179,4,2017-01-11,2017-11-20
3147,3255,5,2017-04-25,2017-06-06
3147,3357,5,2017-04-25,2017-06-06
3147,3609,4,2017-04-25,2017-06-04
3147,3637,5,2017-04-25,2017-06-06
3147,3931,4,2017-04-25,2017-06-04
3147,4194,4,2017-04-25,2017-11-20
3147,4438,4,2017-06-04,2017-08-25
3147,4717,5,2017-04-25,2017-08-25
3147,4726,5,2017-04-25,2017-06-06
3147,4765,5,2017-04-25,2017-06-06
3147,4769,5,2017-04-25,2017-06-06
3147,4815,4,2017-04-25,2017-10-27
3147,5812,5,2017-04-25,2017-06-06
3147,7676,5,2017-04-25,2017-06-06
3147,8964,5,2017-08-14,2017-11-20
3147,9409,4,2017-06-04,2017-08-25
3148,3197,4,2017-01-11,2017-03-05
3148,3226,5,2017-03-05,2017-04-23
3148,3250,4,2017-03-05,2017-04-10
3148,3668,4,2017-03-27,2017-04-23
3148,4076,4,2017-03-05,2017-04-10
3148,4217,4,2017-03-27,2017-04-23
3148,4223,5,2017-03-27,2017-05-11
3148,4248,4,2017-03-27,2017-04-23
3148,4297,4,2017-03-27,2017-09-24
3148,4314,5,2017-03-05,2017-04-23
3148,4391,5,2017-03-05,2017-09-24
3148,5048,4,2017-03-27,2017-04-23
3148,5076,4,2017-03-27,2017-04-23
3148,5092,4,2017-03-27,2017-04-23
3148,5127,4,2017-03-05,2017-04-10
3148,5133,4,2017-03-05,2017-04-10
3148,5310,4,2017-03-27,2017-04-23
3148,5370,4,2017-03-27,2017-04-23
3148,5808,4,2017-03-05,2017-04-10
3148,5865,4,2017-03-05,2017-04-10
3148,5885,6,2017-03-05,2017-05-11
3148,6720,4,2017-04-07,2017-05-11
3148,6723,4,2017-04-07,2017-05-11
3148,6739,4,2017-04-07,2017-05-11
3149,3152,4,2017-01-11,2017-01-21
3149,3171,4,2017-01-11,2017-01-21
3149,3173,5,2017-01-11,2017-06-14
3149,3184,7,2017-01-11,2017-02-14
3149,3196,4,2017-01-11,2017-09-25
3149,3220,4,2017-09-25,2017-10-12
3149,3465,4,2017-10-03,2017-10-23
3149,3526,5,2017-06-19,2017-10-12
3149,3658,7,2017-06-14,2017-10-12
3149,3813,4,2017-02-02,2017-06-19
3149,4247,5,2017-06-29,2017-10-12
3149,4362,4,2017-09-25,2017-10-12
3149,5147,4,2017-09-25,2017-10-12
3149,5319,4,2017-02-14,2017-06-29
3149,5416,4,2017-10-03,2017-10-23
3149,6060,4,2017-10-03,2017-10-23
3149,7205,4,2017-09-25,2017-10-12
3149,8594,4,2017-10-03,2017-10-23
3149,9498,4,2017-06-19,2017-10-03
3149,9707,4,2017-09-25,2017-10-12
3149,10403,4,2017-09-25,2017-10-12
3149,10880,4,2017-09-25,2017-10-12
3149,11870,4,2017-10-07,2017-11-22
3149,12273,5,2017-09-25,2017-10-23
3151,3154,4,2017-01-11,2017-01-29
3151,3155,4,2017-01-11,2017-01-29
3151,3159,5,2017-01-11,2017-01-31
3151,3167,5,2017-01-11,2017-01-31
3151,3172,4,2017-01-11,2017-01-29
3151,3174,4,2017-01-11,2017-01-29
3151,3182,5,2017-01-11,2017-01-31
3151,3188,7,2017-01-11,2017-04-12
3151,3193,6,2017-01-11,2017-12-06
3151,3195,5,2017-01-11,2017-01-31
3151,3198,5,2017-01-11,2017-01-31
3151,3410,4,2017-01-23,2017-04-08
3151,3421,5,2017-01-23,2017-04-12
3151,3477,5,2017-01-23,2017-04-12
3151,3483,6,2017-01-23,2017-12-28
3151,5448,5,2017-04-12,2017-12-28
3152,3169,4,2017-01-11,2017-04-20
3152,3171,4,2017-01-11,2017-01-21
3152,3173,4,2017-01-11,2017-01-21
3152,3180,4,2017-01-11,2017-10-17
3152,3184,4,2017-01-11,2017-01-21
3152,3551,4,2017-04-20,2017-07-08
3152,4051,4,2017-02-07,2017-04-30
3152,4075,4,2017-02-07,2017-04-30
3152,4336,4,2017-02-07,2017-04-30
3153,3161,4,2017-01-11,2017-02-06
3153,3177,4,2017-01-11,2017-02-06
3153,3183,4,2017-01-11,2017-02-06
3153,3278,5,2017-06-06,2017-06-18
3153,3286,7,2017-02-06,2017-06-24
3153,3300,4,2017-05-02,2017-06-24
3153,3356,8,2017-05-02,2017-06-24
3153,3368,4,2017-05-02,2017-12-31
3153,3384,4,2017-02-06,2017-12-31
3153,3737,4,2017-02-23,2017-05-12
3153,3741,5,2017-06-08,2017-06-24
3153,3802,5,2017-06-08,2017-06-24
3153,4152,4,2017-04-06,2017-06-18
3153,4283,4,2017-06-08,2017-06-18
3153,4441,5,2017-06-06,2017-06-18
3153,4552,6,2017-06-06,2017-06-24
3153,4896,5,2017-05-02,2017-06-11
3153,5423,5,2017-06-06,2017-06-18
3153,5447,5,2017-05-12,2017-06-12
3153,5544,6,2017-06-06,2017-06-24
3153,5546,6,2017-06-06,2017-06-24
3153,5668,6,2017-06-06,2017-06-24
3153,5737,4,2017-05-02,2017-06-18
3153,6067,5,2017-05-02,2017-06-11
3153,6805,6,2017-06-06,2017-06-24
3153,7243,6,2017-06-06,2017-06-24
3153,7505,8,2017-05-02,2017-06-24
3153,7643,5,2017-06-08,2017-06-24
3153,7810,8,2017-05-02,2017-06-24
3153,7860,5,2017-06-06,2017-06-18
3153,7896,4,2017-06-06,2017-06-12
3153,8048,6,2017-06-06,2017-06-24
3153,8158,6,2017-06-06,2017-06-24
3153,8363,5,2017-06-06,2017-06-18
3153,8775,5,2017-06-06,2017-06-18
3153,9030,5,2017-05-02,2017-06-11
3153,9057,4,2017-05-02,2017-06-24
3153,9069,8,2017-05-02,2017-06-24
3153,9098,6,2017-06-06,2017-06-24
3153,9101,4,2017-06-08,2017-06-18
3153,9410,5,2017-06-08,2017-06-24
3153,9441,4,2017-06-08,2017-06-18
3153,9466,5,2017-06-08,2017-06-24
3153,9834,5,2017-06-08,2017-06-24
3153,9874,5,2017-06-08,2017-06-24
3153,10107,5,2017-06-08,2017-06-24
3153,10325,6,2017-06-06,2017-06-24
3153,10368,5,2017-06-06,2017-06-18
3153,10377,6,2017-06-06,2017-06-24
3154,3155,6,2017-01-11,2017-02-23
3154,3159,4,2017-01-11,2017-01-29
3154,3167,4,2017-01-11,2017-01-29
3154,3172,8,2017-01-11,2017-05-13
3154,3174,4,2017-01-11,2017-01-29
3154,3182,4,2017-01-11,2017-01-29
3154,3188,4,2017-01-11,2017-01-29
3154,3193,4,2017-01-11,2017-01-29
3154,3195,4,2017-01-11,2017-01-29
3154,3198,4,2017-01-11,2017-01-29
3154,3405,4,2017-01-23,2017-05-13
3154,3411,4,2017-01-23,2017-02-23
3154,3439,4,2017-01-23,2017-02-23
3154,3446,4,2017-01-23,2017-02-23
3154,3447,4,2017-01-23,2017-02-23
3154,3451,4,2017-01-23,2017-02-23
3154,3479,4,2017-01-23,2017-02-23
3154,3866,4,2017-05-05,2017-06-22
3154,7163,4,2017-05-05,2017-06-22
3154,8593,4,2017-05-05,2017-06-22
3154,12221,4,2017-10-11,2017-10-25
3154,13621,4,2017-10-22,2017-11-29
3155,3159,4,2017-01-11,2017-01-29
3155,3167,4,2017-01-11,2017-01-29
3155,3172,6,2017-01-11,2017-02-23
3155,3174,4,2017-01-11,2017-01-29
3155,3182,4,2017-01-11,2017-01-29
3155,3188,4,2017-01-11,2017-01-29
3155,3193,4,2017-01-11,2017-01-29
3155,3195,4,2017-01-11,2017-01-29
3155,3198,4,2017-01-11,2017-01-29
3155,3411,4,2017-01-23,2017-02-23
3155,3439,4,2017-01-23,2017-02-23
3155,3446,5,2017-01-23,2017-06-14
3155,3447,4,2017-01-23,2017-02-23
3155,3451,4,2017-01-23,2017-02-23
3155,3479,4,2017-01-23,2017-02-23
3155,7547,4,2017-10-17,2017-12-07
3155,8581,4,2017-10-17,2017-12-07
3155,9179,4,2017-10-17,2017-12-07
3155,11847,4,2017-10-17,2017-12-07
3155,13414,4,2017-10-17,2017-12-07
3155,13838,4,2017-10-15,2017-11-23
3155,13842,4,2017-10-15,2017-12-07
3155,13899,5,2017-10-15,2017-12-07
3157,3162,4,2017-01-11,2017-01-24
3157,3169,4,2017-01-11,2017-01-24
3157,3174,5,2017-01-11,2017-04-17
3157,3178,4,2017-01-11,2017-01-21
3157,3180,5,2017-01-11,2017-01-24
3157,3186,4,2017-01-11,2017-01-21
3157,3192,5,2017-01-11,2017-01-24
3157,3199,4,2017-01-11,2017-01-24
3159,3167,6,2017-01-11,2017-04-09
3159,3172,4,2017-01-11,2017-01-29
3159,3174,4,2017-01-11,2017-01-29
3159,3182,5,2017-01-11,2017-01-31
3159,3188,5,2017-01-11,2017-01-31
3159,3193,5,2017-01-11,2017-01-31
3159,3195,6,2017-01-11,2017-04-09
3159,3198,6,2017-01-11,2017-04-09
3159,3444,4,2017-01-23,2017-04-09
3159,3471,4,2017-01-23,2017-04-09
3159,3475,4,2017-01-23,2017-04-09
3161,3177,5,2017-01-11,2017-02-19
3161,3183,5,2017-01-11,2017-02-19
3161,3249,4,2017-02-06,2017-04-09
3161,3360,4,2017-02-06,2017-04-09
3161,4357,4,2017-02-06,2017-04-09
3162,3169,6,2017-01-11,2017-02-03
3162,3171,4,2017-01-11,2017-02-12
3162,3173,4,2017-01-11,2017-02-12
3162,3180,6,2017-01-11,2017-02-03
3162,3192,4,2017-01-11,2017-01-24
3162,3199,4,2017-01-11,2017-01-24
3162,3974,4,2017-01-26,2017-02-12
3163,3503,4,2017-03-27,2017-04-22
3163,3590,4,2017-03-27,2017-04-22
3163,3649,5,2017-05-01,2017-08-18
3163,3681,4,2017-07-12,2017-08-18
3163,4072,5,2017-02-23,2017-04-22
3163,6143,4,2017-07-12,2017-08-18
3163,7802,4,2017-04-07,2017-05-01
3163,7897,4,2017-07-12,2017-08-18
3164,3176,4,2017-01-11,2017-03-03
3164,3356,4,2017-03-03,2017-09-15
3164,3798,4,2017-04-21,2017-09-15
3164,3896,4,2017-06-27,2017-09-15
3164,4360,4,2017-03-03,2017-04-21
3164,7198,4,2017-04-10,2017-08-17
3164,8039,4,2017-06-27,2017-09-15
3165,3175,5,2017-01-11,2017-05-02
3165,3186,4,2017-01-11,2017-04-08
3165,3191,4,2017-01-11,2017-04-08
3167,3172,4,2017-01-11,2017-01-29
3167,3174,4,2017-01-11,2017-01-29
3167,3182,5,2017-01-11,2017-01-31
3167,3188,5,2017-01-11,2017-01-31
3167,3193,5,2017-01-11,2017-01-31
3167,3195,6,2017-01-11,2017-04-09
3167,3198,6,2017-01-11,2017-04-09
3167,3444,4,2017-01-23,2017-04-09
3167,3471,4,2017-01-23,2017-04-09
3167,3475,4,2017-01-23,2017-04-09
3169,3180,7,2017-01-11,2017-02-27
3169,3192,4,2017-01-11,2017-01-24
3169,3199,4,2017-01-11,2017-01-24
3169,3292,4,2017-04-20,2017-05-06
3169,3330,4,2017-04-20,2017-05-06
3169,3588,4,2017-04-20,2017-07-21
3169,3735,4,2017-04-20,2017-05-06
3169,3855,4,2017-04-20,2017-05-06
3169,3898,4,2017-04-20,2017-05-06
3169,3950,5,2017-02-27,2017-05-06
3169,4035,4,2017-04-20,2017-05-06
3169,4421,7,2017-02-27,2017-07-21
3169,4468,5,2017-02-27,2017-05-06
3169,4497,5,2017-02-27,2017-05-06
3169,4550,4,2017-04-20,2017-05-06
3169,5411,4,2017-04-20,2017-05-06
3169,5442,4,2017-04-20,2017-05-06
3169,5482,4,2017-04-20,2017-05-06
3169,7601,4,2017-04-20,2017-05-06
